Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Nutrients\N_Ss_Plate19.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-10-20 19:38:34 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C?? Mean,C?? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
C8,N_T0_R2_Ss_S6-27,D,UNKNOWN,FAM,NFQ-MGB,23.9977970123,23.9729557037,0.0351309143,,,,0,0.02,1,3,22,,Y,N,N
C9,N_T0_R2_Ss_S6-27,Ssid,UNKNOWN,FAM,NFQ-MGB,22.4945793152,22.4934196472,0.0016386695,,,,0,0.02,1,3,21,,N,N,N
C10,N_T0_R2_Ss_S6-27,Ssid,UNKNOWN,FAM,NFQ-MGB,22.4922618866,22.4934196472,0.0016386695,,,,0,0.02,1,3,20,,N,N,N
C11,N_T0_R2_Ss_S6-27,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C12,N_T0_R2_Ss_S6-27,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
D1,N_T0_R2_Ss_S2-18,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D2,N_T0_R2_Ss_S2-18,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D3,N_T0_R2_Ss_S2-18,Ssid,UNKNOWN,FAM,NFQ-MGB,21.7842216492,21.8552131653,0.1003971621,,,,0,0.02,1,3,19,,N,N,N
D4,N_T0_R2_Ss_S2-18,Ssid,UNKNOWN,FAM,NFQ-MGB,21.9262046814,21.8552131653,0.1003971621,,,,0,0.02,1,3,20,,N,N,N
D5,N_T0_R2_Ss_S2-18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D5,N_T0_R2_Ss_S2-18,D,UNKNOWN,FAM,NFQ-MGB,25.3170566559,25.4355754852,0.1676109284,,,,0,0.02,1,3,23,,N,Y,Y
D6,N_T0_R2_Ss_S2-18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D6,N_T0_R2_Ss_S2-18,D,UNKNOWN,FAM,NFQ-MGB,25.5540943146,25.4355754852,0.1676109284,,,,0,0.02,1,3,24,,N,Y,Y
D7,N_T0_R2_Ss_S6-29,C,UNKNOWN,VIC,NFQ-MGB,36.0676231384,36.0676231384,,,,,0,0.02,1,3,35,,N,N,N
D7,N_T0_R2_Ss_S6-29,D,UNKNOWN,FAM,NFQ-MGB,24.4883728027,24.4410629272,0.0669049174,,,,0,0.02,1,3,23,,N,N,N
D8,N_T0_R2_Ss_S6-29,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.0676231384,,,,,0,0.02,1,3,39,,N,Y,Y
D8,N_T0_R2_Ss_S6-29,D,UNKNOWN,FAM,NFQ-MGB,24.3937549591,24.4410629272,0.0669049174,,,,0,0.02,1,3,22,,N,Y,Y
D9,N_T0_R2_Ss_S6-29,Ssid,UNKNOWN,FAM,NFQ-MGB,22.9545764923,22.9653701782,0.0152632287,,,,0,0.02,1,3,21,,N,N,N
D10,N_T0_R2_Ss_S6-29,Ssid,UNKNOWN,FAM,NFQ-MGB,22.9761619568,22.9653701782,0.0152632287,,,,0,0.02,1,3,20,,N,N,N
D11,N_T0_R2_Ss_S6-29,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D12,N_T0_R2_Ss_S6-29,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E1,N_T0_R2_Ss_S3-25,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E2,N_T0_R2_Ss_S3-25,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E3,N_T0_R2_Ss_S3-25,Ssid,UNKNOWN,FAM,NFQ-MGB,22.2600498199,22.1632080078,0.1369536519,,,,0,0.02,1,3,19,,N,N,N
E4,N_T0_R2_Ss_S3-25,Ssid,UNKNOWN,FAM,NFQ-MGB,22.066368103,22.1632080078,0.1369536519,,,,0,0.02,1,3,20,,N,N,N
E5,N_T0_R2_Ss_S3-25,C,UNKNOWN,VIC,NFQ-MGB,31.7444057465,32.0926589966,0.4925058186,,,,0,0.02,1,3,30,,N,N,N
E5,N_T0_R2_Ss_S3-25,D,UNKNOWN,FAM,NFQ-MGB,24.688911438,24.7953414917,0.1505148262,,,,0,0.02,1,3,23,,N,N,N
E6,N_T0_R2_Ss_S3-25,C,UNKNOWN,VIC,NFQ-MGB,32.4409141541,32.0926589966,0.4925058186,,,,0,0.02,1,3,31,,N,N,N
E6,N_T0_R2_Ss_S3-25,D,UNKNOWN,FAM,NFQ-MGB,24.9017715454,24.7953414917,0.1505148262,,,,0,0.02,1,3,23,,N,N,N
E7,CO2_T0_R1_Ss_S3-22,C,UNKNOWN,VIC,NFQ-MGB,29.1835479736,29.2675743103,0.1188311875,,,,0,0.02,1,3,27,,N,N,N
E7,CO2_T0_R1_Ss_S3-22,D,UNKNOWN,FAM,NFQ-MGB,25.168012619,25.2470321655,0.1117491648,,,,0,0.02,1,3,23,,N,N,N
E8,CO2_T0_R1_Ss_S3-22,C,UNKNOWN,VIC,NFQ-MGB,29.351600647,29.2675743103,0.1188311875,,,,0,0.02,1,3,28,,N,N,N
E8,CO2_T0_R1_Ss_S3-22,D,UNKNOWN,FAM,NFQ-MGB,25.3260498047,25.2470321655,0.1117491648,,,,0,0.02,1,3,23,,N,N,N
E9,CO2_T0_R1_Ss_S3-22,Ssid,UNKNOWN,FAM,NFQ-MGB,21.8586158752,21.9237327576,0.0920905247,,,,0,0.02,1,3,19,,N,N,N
E10,CO2_T0_R1_Ss_S3-22,Ssid,UNKNOWN,FAM,NFQ-MGB,21.9888515472,21.9237327576,0.0920905247,,,,0,0.02,1,3,20,,N,N,N
E11,CO2_T0_R1_Ss_S3-22,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E12,CO2_T0_R1_Ss_S3-22,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
F1,N_T0_R2_Ss_S3-30,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F2,N_T0_R2_Ss_S3-30,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F3,N_T0_R2_Ss_S3-30,Ssid,UNKNOWN,FAM,NFQ-MGB,23.427192688,23.430059433,0.0040541897,,,,0,0.02,1,3,21,,N,N,N
F4,N_T0_R2_Ss_S3-30,Ssid,UNKNOWN,FAM,NFQ-MGB,23.432926178,23.430059433,0.0040541897,,,,0,0.02,1,3,21,,N,N,N
F5,N_T0_R2_Ss_S3-30,C,UNKNOWN,VIC,NFQ-MGB,30.4626979828,30.4714126587,0.0123257618,,,,0,0.02,1,3,29,,N,N,N
F5,N_T0_R2_Ss_S3-30,D,UNKNOWN,FAM,NFQ-MGB,25.8579273224,25.871088028,0.0186120477,,,,0,0.02,1,3,24,,N,N,N
F6,N_T0_R2_Ss_S3-30,C,UNKNOWN,VIC,NFQ-MGB,30.4801292419,30.4714126587,0.0123257618,,,,0,0.02,1,3,29,,N,N,N
F6,N_T0_R2_Ss_S3-30,D,UNKNOWN,FAM,NFQ-MGB,25.8842487335,25.871088028,0.0186120477,,,,0,0.02,1,3,24,,N,N,N
F7,CO2_T0_R1_Ss_S3-31,C,UNKNOWN,VIC,NFQ-MGB,29.4989452362,29.5245246887,0.0361761563,,,,0,0.02,1,3,28,,N,N,N
F7,CO2_T0_R1_Ss_S3-31,D,UNKNOWN,FAM,NFQ-MGB,25.8032207489,25.8102111816,0.0098859649,,,,0,0.02,1,3,24,,N,N,N
F8,CO2_T0_R1_Ss_S3-31,C,UNKNOWN,VIC,NFQ-MGB,29.5501060486,29.5245246887,0.0361761563,,,,0,0.02,1,3,28,,N,N,N
F8,CO2_T0_R1_Ss_S3-31,D,UNKNOWN,FAM,NFQ-MGB,25.8172016144,25.8102111816,0.0098859649,,,,0,0.02,1,3,24,,N,N,N
F9,CO2_T0_R1_Ss_S3-31,Ssid,UNKNOWN,FAM,NFQ-MGB,21.3473262787,21.4755706787,0.1813636273,,,,0,0.02,1,3,19,,N,N,N
F10,CO2_T0_R1_Ss_S3-31,Ssid,UNKNOWN,FAM,NFQ-MGB,21.6038131714,21.4755706787,0.1813636273,,,,0,0.02,1,3,19,,N,N,N
F11,CO2_T0_R1_Ss_S3-31,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F12,CO2_T0_R1_Ss_S3-31,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G1,N_T0_R2_Ss_S4-7,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
G2,N_T0_R2_Ss_S4-7,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G3,N_T0_R2_Ss_S4-7,Ssid,UNKNOWN,FAM,NFQ-MGB,22.241312027,22.3299369812,0.1253346056,,,,0,0.02,1,3,20,,N,N,N
G4,N_T0_R2_Ss_S4-7,Ssid,UNKNOWN,FAM,NFQ-MGB,22.4185619354,22.3299369812,0.1253346056,,,,0,0.02,1,3,20,,N,N,N
G5,N_T0_R2_Ss_S4-7,C,UNKNOWN,VIC,NFQ-MGB,26.9488925934,26.9997367859,0.071903199,,,,0,0.02,1,3,25,,N,N,N
G5,N_T0_R2_Ss_S4-7,D,UNKNOWN,FAM,NFQ-MGB,25.47016716,25.5179824829,0.0676224232,,,,0,0.02,1,3,23,,N,N,N
G6,N_T0_R2_Ss_S4-7,C,UNKNOWN,VIC,NFQ-MGB,27.050579071,26.9997367859,0.071903199,,,,0,0.02,1,3,25,,N,N,N
G6,N_T0_R2_Ss_S4-7,D,UNKNOWN,FAM,NFQ-MGB,25.5657997131,25.5179824829,0.0676224232,,,,0,0.02,1,3,23,,N,N,N
G7,C_T0_R2_Ss_S5-10,C,UNKNOWN,VIC,NFQ-MGB,28.2943706512,28.1219482422,0.243840754,,,,0,0.02,1,3,26,,N,N,N
G7,C_T0_R2_Ss_S5-10,D,UNKNOWN,FAM,NFQ-MGB,24.3247566223,24.5204582214,0.2767625153,,,,0,0.02,1,3,22,,N,N,N
G8,C_T0_R2_Ss_S5-10,C,UNKNOWN,VIC,NFQ-MGB,27.9495277405,28.1219482422,0.243840754,,,,0,0.02,1,3,26,,N,N,N
G8,C_T0_R2_Ss_S5-10,D,UNKNOWN,FAM,NFQ-MGB,24.7161579132,24.5204582214,0.2767625153,,,,0,0.02,1,3,23,,N,N,N
G9,C_T0_R2_Ss_S5-10,Ssid,UNKNOWN,FAM,NFQ-MGB,20.0995960236,19.9899711609,0.1550316215,,,,0,0.02,1,3,18,,N,N,N
G10,C_T0_R2_Ss_S5-10,Ssid,UNKNOWN,FAM,NFQ-MGB,19.8803482056,19.9899711609,0.1550316215,,,,0,0.02,1,3,17,,N,N,N
G11,C_T0_R2_Ss_S5-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G12,C_T0_R2_Ss_S5-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H1,N_T0_R2_Ss_S4-22,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H2,N_T0_R2_Ss_S4-22,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H3,N_T0_R2_Ss_S4-22,Ssid,UNKNOWN,FAM,NFQ-MGB,22.2415008545,22.196346283,0.063858211,,,,0,0.02,1,3,20,,N,N,N
H4,N_T0_R2_Ss_S4-22,Ssid,UNKNOWN,FAM,NFQ-MGB,22.1511917114,22.196346283,0.063858211,,,,0,0.02,1,3,19,,N,N,N
H5,N_T0_R2_Ss_S4-22,C,UNKNOWN,VIC,NFQ-MGB,26.4460716248,26.4596595764,0.019214917,,,,0,0.02,1,3,25,,N,N,N
H5,N_T0_R2_Ss_S4-22,D,UNKNOWN,FAM,NFQ-MGB,25.3596343994,25.3298568726,0.0421117805,,,,0,0.02,1,3,23,,N,N,N
H6,N_T0_R2_Ss_S4-22,C,UNKNOWN,VIC,NFQ-MGB,26.4732456207,26.4596595764,0.019214917,,,,0,0.02,1,3,25,,N,N,N
H6,N_T0_R2_Ss_S4-22,D,UNKNOWN,FAM,NFQ-MGB,25.3000793457,25.3298568726,0.0421117805,,,,0,0.02,1,3,23,,N,N,N
H7,C_T2_R2_Ss_S3-20,C,UNKNOWN,VIC,NFQ-MGB,29.2005176544,29.2991046906,0.139423117,,,,0,0.02,1,3,27,,N,N,N
H7,C_T2_R2_Ss_S3-20,D,UNKNOWN,FAM,NFQ-MGB,25.9984798431,26.151714325,0.2167049348,,,,0,0.02,1,3,24,,N,N,N
H8,C_T2_R2_Ss_S3-20,C,UNKNOWN,VIC,NFQ-MGB,29.3976917267,29.2991046906,0.139423117,,,,0,0.02,1,3,28,,N,N,N
H8,C_T2_R2_Ss_S3-20,D,UNKNOWN,FAM,NFQ-MGB,26.3049468994,26.151714325,0.2167049348,,,,0,0.02,1,3,24,,N,N,N
H9,C_T2_R2_Ss_S3-20,Ssid,UNKNOWN,FAM,NFQ-MGB,23.6871566772,23.6383609772,0.0690075383,,,,0,0.02,1,3,21,,N,N,N
H10,C_T2_R2_Ss_S3-20,Ssid,UNKNOWN,FAM,NFQ-MGB,23.5895652771,23.6383609772,0.0690075383,,,,0,0.02,1,3,21,,N,N,N
H11,C_T2_R2_Ss_S3-20,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H12,C_T2_R2_Ss_S3-20,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
