Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Nutrients\N_Ssid_Plate3_2.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-10-05 19:30:41 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
D6,C_T0_R1_Ss_S3-29,Ssid,UNKNOWN,FAM,NFQ-MGB,21.9864768982,22.142539978,0.2207065225,,,,0,0.02,1,3,19,,N,N,N
D7,C_T0_R1_Ss_S4-8,Ssid,UNKNOWN,FAM,NFQ-MGB,21.2373466492,21.1237754822,0.1606138796,,,,0,0.02,1,3,19,,N,N,N
D8,C_T0_R1_Ss_S4-12,Ssid,UNKNOWN,FAM,NFQ-MGB,22.7931346893,23.1201820374,0.462516129,,,,0,0.02,1,3,21,,N,N,N
D9,C_T0_R1_Ss_S5-9,Ssid,UNKNOWN,FAM,NFQ-MGB,25.2245807648,24.8087100983,0.5881299376,,,,0,0.02,1,3,23,,Y,N,N
D10,C_T0_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,21.9937133789,21.5380821228,0.6443598866,,,,0,0.02,1,3,19,,Y,N,N
D11,C_T0_R1_Ss_S6-5,Ssid,UNKNOWN,FAM,NFQ-MGB,21.2056388855,21.5531005859,0.4913850427,,,,0,0.02,1,3,18,,N,N,N
D12,C_T0_R1_Ss_S6-20,Ssid,UNKNOWN,FAM,NFQ-MGB,23.1096172333,23.4038543701,0.4161141515,,,,0,0.02,1,3,19,,N,N,N
E1,C_T0_R1_Ss_S1-10,C,UNKNOWN,VIC,NFQ-MGB,27.5739383698,27.4104118347,0.2312600911,,,,0,0.02,1,3,26,,N,N,N
E1,C_T0_R1_Ss_S1-10,D,UNKNOWN,FAM,NFQ-MGB,26.7221012115,26.7126140594,0.0134168593,,,,0,0.02,1,3,25,,N,N,N
E2,C_T0_R1_Ss_S1-26,C,UNKNOWN,VIC,NFQ-MGB,26.0671920776,26.0530357361,0.02002009,,,,0,0.02,1,3,24,,N,Y,Y
E2,C_T0_R1_Ss_S1-26,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E3,C_T0_R1_Ss_S2-11,C,UNKNOWN,VIC,NFQ-MGB,35.5145492554,35.5145492554,,,,,0,0.02,1,3,34,,N,N,N
E3,C_T0_R1_Ss_S2-11,D,UNKNOWN,FAM,NFQ-MGB,24.1613693237,24.1597824097,0.0022442355,,,,0,0.02,1,3,22,,N,N,N
E4,C_T0_R1_Ss_S2-22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E4,C_T0_R1_Ss_S2-22,D,UNKNOWN,FAM,NFQ-MGB,23.9066848755,23.816116333,0.1280819178,,,,0,0.02,1,3,22,,N,Y,Y
E5,C_T0_R1_Ss_S3-18,C,UNKNOWN,VIC,NFQ-MGB,29.4410018921,29.6449584961,0.288438201,,,,0,0.02,1,3,28,,N,N,N
E5,C_T0_R1_Ss_S3-18,D,UNKNOWN,FAM,NFQ-MGB,25.3693771362,25.3329658508,0.0514919832,,,,0,0.02,1,3,23,,N,N,N
E6,C_T0_R1_Ss_S3-29,C,UNKNOWN,VIC,NFQ-MGB,30.0452213287,29.972328186,0.1030878201,,,,0,0.02,1,3,28,,N,N,N
E6,C_T0_R1_Ss_S3-29,D,UNKNOWN,FAM,NFQ-MGB,25.6747360229,25.6353111267,0.0557552241,,,,0,0.02,1,3,24,,N,N,N
E7,C_T0_R1_Ss_S4-8,C,UNKNOWN,VIC,NFQ-MGB,25.8526172638,25.8358650208,0.02369125,,,,0,0.02,1,3,24,,N,N,N
E7,C_T0_R1_Ss_S4-8,D,UNKNOWN,FAM,NFQ-MGB,24.6924915314,24.6869697571,0.007810317,,,,0,0.02,1,3,23,,N,N,N
E8,C_T0_R1_Ss_S4-12,C,UNKNOWN,VIC,NFQ-MGB,26.3512592316,26.4069385529,0.078742452,,,,0,0.02,1,3,25,,N,N,N
E8,C_T0_R1_Ss_S4-12,D,UNKNOWN,FAM,NFQ-MGB,25.4842567444,25.6082172394,0.1753066182,,,,0,0.02,1,3,23,,N,N,N
E9,C_T0_R1_Ss_S5-9,C,UNKNOWN,VIC,NFQ-MGB,29.8636646271,30.0068092346,0.2024383992,,,,0,0.02,1,3,28,,N,N,N
E9,C_T0_R1_Ss_S5-9,D,UNKNOWN,FAM,NFQ-MGB,25.6333141327,25.6975345612,0.0908214003,,,,0,0.02,1,3,24,,N,N,N
E10,C_T0_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,31.6405563354,31.9294338226,0.4085344672,,,,0,0.02,1,3,30,,N,N,N
E10,C_T0_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,24.6649436951,24.7271251678,0.087937884,,,,0,0.02,1,3,23,,N,N,N
E11,C_T0_R1_Ss_S6-5,C,UNKNOWN,VIC,NFQ-MGB,31.0755004883,31.2893161774,0.3023810387,,,,0,0.02,1,3,30,,N,N,N
E11,C_T0_R1_Ss_S6-5,D,UNKNOWN,FAM,NFQ-MGB,24.1123332977,23.9894771576,0.1737448126,,,,0,0.02,1,3,22,,N,N,N
E12,C_T0_R1_Ss_S6-20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.4264717102,,,,,0,0.02,1,3,39,,N,Y,Y
E12,C_T0_R1_Ss_S6-20,D,UNKNOWN,FAM,NFQ-MGB,24.7293548584,24.6475906372,0.1156320721,,,,0,0.02,1,3,23,,N,Y,Y
F1,C_T0_R1_Ss_S1-10,C,UNKNOWN,VIC,NFQ-MGB,27.246887207,27.4104118347,0.2312600911,,,,0,0.02,1,3,25,,N,N,N
F1,C_T0_R1_Ss_S1-10,D,UNKNOWN,FAM,NFQ-MGB,26.7031269073,26.7126140594,0.0134168593,,,,0,0.02,1,3,25,,N,N,N
F2,C_T0_R1_Ss_S1-26,C,UNKNOWN,VIC,NFQ-MGB,26.0388793945,26.0530357361,0.02002009,,,,0,0.02,1,3,24,,N,Y,Y
F2,C_T0_R1_Ss_S1-26,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F3,C_T0_R1_Ss_S2-11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.5145492554,,,,,0,0.02,1,3,39,,N,Y,Y
F3,C_T0_R1_Ss_S2-11,D,UNKNOWN,FAM,NFQ-MGB,24.1581954956,24.1597824097,0.0022442355,,,,0,0.02,1,3,22,,N,Y,Y
F4,C_T0_R1_Ss_S2-22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F4,C_T0_R1_Ss_S2-22,D,UNKNOWN,FAM,NFQ-MGB,23.7255496979,23.816116333,0.1280819178,,,,0,0.02,1,3,21,,N,Y,Y
F5,C_T0_R1_Ss_S3-18,C,UNKNOWN,VIC,NFQ-MGB,29.8489151001,29.6449584961,0.288438201,,,,0,0.02,1,3,28,,N,N,N
F5,C_T0_R1_Ss_S3-18,D,UNKNOWN,FAM,NFQ-MGB,25.2965564728,25.3329658508,0.0514919832,,,,0,0.02,1,3,23,,N,N,N
F6,C_T0_R1_Ss_S3-29,C,UNKNOWN,VIC,NFQ-MGB,29.899433136,29.972328186,0.1030878201,,,,0,0.02,1,3,28,,N,N,N
F6,C_T0_R1_Ss_S3-29,D,UNKNOWN,FAM,NFQ-MGB,25.5958862305,25.6353111267,0.0557552241,,,,0,0.02,1,3,24,,N,N,N
F7,C_T0_R1_Ss_S4-8,C,UNKNOWN,VIC,NFQ-MGB,25.8191127777,25.8358650208,0.02369125,,,,0,0.02,1,3,24,,N,N,N
F7,C_T0_R1_Ss_S4-8,D,UNKNOWN,FAM,NFQ-MGB,24.6814460754,24.6869697571,0.007810317,,,,0,0.02,1,3,23,,N,N,N
F8,C_T0_R1_Ss_S4-12,C,UNKNOWN,VIC,NFQ-MGB,26.4626178741,26.4069385529,0.078742452,,,,0,0.02,1,3,25,,N,N,N
F8,C_T0_R1_Ss_S4-12,D,UNKNOWN,FAM,NFQ-MGB,25.7321777344,25.6082172394,0.1753066182,,,,0,0.02,1,3,24,,N,N,N
F9,C_T0_R1_Ss_S5-9,C,UNKNOWN,VIC,NFQ-MGB,30.1499557495,30.0068092346,0.2024383992,,,,0,0.02,1,3,29,,N,N,N
F9,C_T0_R1_Ss_S5-9,D,UNKNOWN,FAM,NFQ-MGB,25.7617549896,25.6975345612,0.0908214003,,,,0,0.02,1,3,24,,N,N,N
F10,C_T0_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,32.2183113098,31.9294338226,0.4085344672,,,,0,0.02,1,3,31,,N,N,N
F10,C_T0_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,24.7893066406,24.7271251678,0.087937884,,,,0,0.02,1,3,23,,N,N,N
F11,C_T0_R1_Ss_S6-5,C,UNKNOWN,VIC,NFQ-MGB,31.5031318665,31.2893161774,0.3023810387,,,,0,0.02,1,3,30,,N,N,N
F11,C_T0_R1_Ss_S6-5,D,UNKNOWN,FAM,NFQ-MGB,23.8666210175,23.9894771576,0.1737448126,,,,0,0.02,1,3,22,,N,N,N
F12,C_T0_R1_Ss_S6-20,C,UNKNOWN,VIC,NFQ-MGB,34.4264717102,34.4264717102,,,,,0,0.02,1,3,33,,N,N,N
F12,C_T0_R1_Ss_S6-20,D,UNKNOWN,FAM,NFQ-MGB,24.565826416,24.6475906372,0.1156320721,,,,0,0.02,1,3,22,,N,N,N
G1,C_T0_R1_Ss_S1-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
G2,C_T0_R1_Ss_S1-26,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G3,C_T0_R1_Ss_S2-11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G4,C_T0_R1_Ss_S2-22,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G5,C_T0_R1_Ss_S3-18,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G6,C_T0_R1_Ss_S3-29,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G7,C_T0_R1_Ss_S4-8,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G8,C_T0_R1_Ss_S4-12,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G9,C_T0_R1_Ss_S5-9,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G10,C_T0_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G11,C_T0_R1_Ss_S6-5,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G12,C_T0_R1_Ss_S6-20,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H1,C_T0_R1_Ss_S1-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H2,C_T0_R1_Ss_S1-26,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H3,C_T0_R1_Ss_S2-11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H4,C_T0_R1_Ss_S2-22,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H5,C_T0_R1_Ss_S3-18,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H6,C_T0_R1_Ss_S3-29,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H7,C_T0_R1_Ss_S4-8,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H8,C_T0_R1_Ss_S4-12,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H9,C_T0_R1_Ss_S5-9,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H10,C_T0_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H11,C_T0_R1_Ss_S6-5,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H12,C_T0_R1_Ss_S6-20,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
