Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Nutrients\N_Ssid_Plate17.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-10-20 15:58:46 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C?? Mean,C?? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
B8,N_T0_R1_Ss_S5-11,D,UNKNOWN,FAM,NFQ-MGB,24.9602508545,25.19622612,0.3337194324,,,,0,0.02,1,3,23,,N,Y,Y
B9,N_T0_R1_Ss_S5-11,Ssid,UNKNOWN,FAM,NFQ-MGB,20.7011508942,20.5880317688,0.1599732488,,,,0,0.02,1,3,18,,N,N,N
B10,N_T0_R1_Ss_S5-11,Ssid,UNKNOWN,FAM,NFQ-MGB,20.4749145508,20.5880317688,0.1599732488,,,,0,0.02,1,3,18,,N,N,N
B11,N_T0_R1_Ss_S5-11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
B12,N_T0_R1_Ss_S5-11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C1,N_T0_R1_Ss_S2-21,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C2,N_T0_R1_Ss_S2-21,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C3,N_T0_R1_Ss_S2-21,Ssid,UNKNOWN,FAM,NFQ-MGB,19.8732395172,19.9325866699,0.0839281976,,,,0,0.02,1,3,17,,N,N,N
C4,N_T0_R1_Ss_S2-21,Ssid,UNKNOWN,FAM,NFQ-MGB,19.9919319153,19.9325866699,0.0839281976,,,,0,0.02,1,3,18,,N,N,N
C5,N_T0_R1_Ss_S2-21,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.9908447266,,,,,0,0.02,1,3,39,,N,Y,Y
C5,N_T0_R1_Ss_S2-21,D,UNKNOWN,FAM,NFQ-MGB,24.4565162659,24.5612888336,0.1481707841,,,,0,0.02,1,3,23,,N,Y,Y
C6,N_T0_R1_Ss_S2-21,C,UNKNOWN,VIC,NFQ-MGB,36.9908447266,36.9908447266,,,,,0,0.02,1,3,35,,N,N,N
C6,N_T0_R1_Ss_S2-21,D,UNKNOWN,FAM,NFQ-MGB,24.6660614014,24.5612888336,0.1481707841,,,,0,0.02,1,3,23,,N,N,N
C7,N_T0_R1_Ss_S6-24,C,UNKNOWN,VIC,NFQ-MGB,33.0350036621,31.9862098694,1.4832197428,,,,0,0.02,1,3,31,,Y,N,N
C7,N_T0_R1_Ss_S6-24,D,UNKNOWN,FAM,NFQ-MGB,23.8998222351,23.8383083344,0.0869937912,,,,0,0.02,1,3,22,,Y,N,N
C8,N_T0_R1_Ss_S6-24,C,UNKNOWN,VIC,NFQ-MGB,30.9374141693,31.9862098694,1.4832197428,,,,0,0.02,1,3,30,,Y,N,N
C8,N_T0_R1_Ss_S6-24,D,UNKNOWN,FAM,NFQ-MGB,23.7767944336,23.8383083344,0.0869937912,,,,0,0.02,1,3,22,,Y,N,N
C9,N_T0_R1_Ss_S6-24,Ssid,UNKNOWN,FAM,NFQ-MGB,20.9054088593,20.8813400269,0.0340371206,,,,0,0.02,1,3,19,,N,N,N
C10,N_T0_R1_Ss_S6-24,Ssid,UNKNOWN,FAM,NFQ-MGB,20.8572731018,20.8813400269,0.0340371206,,,,0,0.02,1,3,19,,N,N,N
C11,N_T0_R1_Ss_S6-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C12,N_T0_R1_Ss_S6-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D1,N_T0_R1_Ss_S2-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
D2,N_T0_R1_Ss_S2-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D3,N_T0_R1_Ss_S2-24,Ssid,UNKNOWN,FAM,NFQ-MGB,20.6618347168,20.6415233612,0.028724594,,,,0,0.02,1,3,18,,N,N,N
D4,N_T0_R1_Ss_S2-24,Ssid,UNKNOWN,FAM,NFQ-MGB,20.6212120056,20.6415233612,0.028724594,,,,0,0.02,1,3,18,,N,N,N
D5,N_T0_R1_Ss_S2-24,C,UNKNOWN,VIC,NFQ-MGB,36.8000183105,36.8000183105,,,,,0,0.02,1,3,35,,N,N,N
D5,N_T0_R1_Ss_S2-24,D,UNKNOWN,FAM,NFQ-MGB,24.8260002136,24.7768383026,0.069525443,,,,0,0.02,1,3,23,,N,N,N
D6,N_T0_R1_Ss_S2-24,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.8000183105,,,,,0,0.02,1,3,39,,N,Y,Y
D6,N_T0_R1_Ss_S2-24,D,UNKNOWN,FAM,NFQ-MGB,24.7276763916,24.7768383026,0.069525443,,,,0,0.02,1,3,23,,N,Y,Y
D7,N_T0_R1_Ss_S6-28,C,UNKNOWN,VIC,NFQ-MGB,33.1376075745,32.6679229736,0.6642370224,,,,0,0.02,1,3,32,,Y,N,N
D7,N_T0_R1_Ss_S6-28,D,UNKNOWN,FAM,NFQ-MGB,24.2059803009,24.2381839752,0.0455428734,,,,0,0.02,1,3,22,,Y,N,N
D8,N_T0_R1_Ss_S6-28,C,UNKNOWN,VIC,NFQ-MGB,32.1982345581,32.6679229736,0.6642370224,,,,0,0.02,1,3,31,,Y,N,N
D8,N_T0_R1_Ss_S6-28,D,UNKNOWN,FAM,NFQ-MGB,24.2703876495,24.2381839752,0.0455428734,,,,0,0.02,1,3,22,,Y,N,N
D9,N_T0_R1_Ss_S6-28,Ssid,UNKNOWN,FAM,NFQ-MGB,21.0181865692,21.0441703796,0.0367453098,,,,0,0.02,1,3,19,,N,N,N
D10,N_T0_R1_Ss_S6-28,Ssid,UNKNOWN,FAM,NFQ-MGB,21.0701522827,21.0441703796,0.0367453098,,,,0,0.02,1,3,19,,N,N,N
D11,N_T0_R1_Ss_S6-28,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D12,N_T0_R1_Ss_S6-28,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E1,N_T0_R1_Ss_S3-8,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E2,N_T0_R1_Ss_S3-8,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E3,N_T0_R1_Ss_S3-8,Ssid,UNKNOWN,FAM,NFQ-MGB,21.8626365662,21.9947090149,0.1867786497,,,,0,0.02,1,3,19,,N,N,N
E4,N_T0_R1_Ss_S3-8,Ssid,UNKNOWN,FAM,NFQ-MGB,22.1267814636,21.9947090149,0.1867786497,,,,0,0.02,1,3,19,,N,N,N
E5,N_T0_R1_Ss_S3-8,C,UNKNOWN,VIC,NFQ-MGB,25.8639736176,26.1269550323,0.3719118834,,,,0,0.02,1,3,24,,N,N,N
E5,N_T0_R1_Ss_S3-8,D,UNKNOWN,FAM,NFQ-MGB,25.3239345551,25.4904766083,0.2355260253,,,,0,0.02,1,3,23,,N,N,N
E6,N_T0_R1_Ss_S3-8,C,UNKNOWN,VIC,NFQ-MGB,26.3899364471,26.1269550323,0.3719118834,,,,0,0.02,1,3,25,,N,N,N
E6,N_T0_R1_Ss_S3-8,D,UNKNOWN,FAM,NFQ-MGB,25.6570186615,25.4904766083,0.2355260253,,,,0,0.02,1,3,24,,N,N,N
E7,C_T1_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,31.5631561279,31.3610916138,0.2857623696,,,,0,0.02,1,3,30,,N,N,N
E7,C_T1_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,25.8196754456,25.8466148376,0.0380967036,,,,0,0.02,1,3,24,,N,N,N
E8,C_T1_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,31.1590270996,31.3610916138,0.2857623696,,,,0,0.02,1,3,29,,N,N,N
E8,C_T1_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,25.8735523224,25.8466148376,0.0380967036,,,,0,0.02,1,3,24,,N,N,N
E9,C_T1_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,23.8050441742,23.8751754761,0.0991819873,,,,0,0.02,1,3,21,,N,N,N
E10,C_T1_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,23.9453086853,23.8751754761,0.0991819873,,,,0,0.02,1,3,21,,N,N,N
E11,C_T1_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E12,C_T1_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F1,N_T0_R1_Ss_S3-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F2,N_T0_R1_Ss_S3-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F3,N_T0_R1_Ss_S3-10,Ssid,UNKNOWN,FAM,NFQ-MGB,21.8298530579,21.5889034271,0.3407542408,,,,0,0.02,1,3,19,,N,N,N
F4,N_T0_R1_Ss_S3-10,Ssid,UNKNOWN,FAM,NFQ-MGB,21.3479537964,21.5889034271,0.3407542408,,,,0,0.02,1,3,19,,N,N,N
F5,N_T0_R1_Ss_S3-10,C,UNKNOWN,VIC,NFQ-MGB,29.2265300751,28.9067401886,0.4522511959,,,,0,0.02,1,3,28,,N,N,N
F5,N_T0_R1_Ss_S3-10,D,UNKNOWN,FAM,NFQ-MGB,26.0748596191,25.7304553986,0.4870611131,,,,0,0.02,1,3,24,,N,N,N
F6,N_T0_R1_Ss_S3-10,C,UNKNOWN,VIC,NFQ-MGB,28.5869503021,28.9067401886,0.4522511959,,,,0,0.02,1,3,27,,N,N,N
F6,N_T0_R1_Ss_S3-10,D,UNKNOWN,FAM,NFQ-MGB,25.386051178,25.7304553986,0.4870611131,,,,0,0.02,1,3,24,,N,N,N
F7,C_T1_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,33.0109062195,33.0542221069,0.0612579137,,,,0,0.02,1,3,32,,N,N,N
F7,C_T1_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,25.0820198059,25.1042613983,0.031454362,,,,0,0.02,1,3,23,,N,N,N
F8,C_T1_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,33.0975379944,33.0542221069,0.0612579137,,,,0,0.02,1,3,32,,N,N,N
F8,C_T1_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,25.1265029907,25.1042613983,0.031454362,,,,0,0.02,1,3,23,,N,N,N
F9,C_T1_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,22.3488616943,22.4121322632,0.0894794464,,,,0,0.02,1,3,20,,N,N,N
F10,C_T1_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,22.4754047394,22.4121322632,0.0894794464,,,,0,0.02,1,3,20,,N,N,N
F11,C_T1_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F12,C_T1_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G1,N_T0_R1_Ss_S4-19,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G2,N_T0_R1_Ss_S4-19,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G3,N_T0_R1_Ss_S4-19,Ssid,UNKNOWN,FAM,NFQ-MGB,20.6437950134,20.24010849,0.570900321,,,,0,0.02,1,3,18,,Y,N,N
G4,N_T0_R1_Ss_S4-19,Ssid,UNKNOWN,FAM,NFQ-MGB,19.8364200592,20.24010849,0.570900321,,,,0,0.02,1,3,18,,Y,N,N
G5,N_T0_R1_Ss_S4-19,C,UNKNOWN,VIC,NFQ-MGB,26.4735679626,26.4425907135,0.0438084453,,,,0,0.02,1,3,25,,N,N,N
G5,N_T0_R1_Ss_S4-19,D,UNKNOWN,FAM,NFQ-MGB,24.484752655,24.4981079102,0.0188858341,,,,0,0.02,1,3,23,,N,N,N
G6,N_T0_R1_Ss_S4-19,C,UNKNOWN,VIC,NFQ-MGB,26.4116134644,26.4425907135,0.0438084453,,,,0,0.02,1,3,25,,N,N,N
G6,N_T0_R1_Ss_S4-19,D,UNKNOWN,FAM,NFQ-MGB,24.5114612579,24.4981079102,0.0188858341,,,,0,0.02,1,3,23,,N,N,N
G7,C_T1_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G7,C_T1_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,24.6356735229,24.8143596649,0.2527003586,,,,0,0.02,1,3,23,,N,Y,Y
G8,C_T1_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G8,C_T1_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,24.9930458069,24.8143596649,0.2527003586,,,,0,0.02,1,3,23,,N,Y,Y
G9,C_T1_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,23.373085022,23.0761470795,0.4199336767,,,,0,0.02,1,3,21,,N,N,N
G10,C_T1_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,22.779209137,23.0761470795,0.4199336767,,,,0,0.02,1,3,21,,N,N,N
G11,C_T1_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G12,C_T1_R1_Ss_S5-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H1,N_T0_R1_Ss_S4-29,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H2,N_T0_R1_Ss_S4-29,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H3,N_T0_R1_Ss_S4-29,Ssid,UNKNOWN,FAM,NFQ-MGB,21.7189044952,21.435043335,0.4014389515,,,,0,0.02,1,3,20,,N,N,N
H4,N_T0_R1_Ss_S4-29,Ssid,UNKNOWN,FAM,NFQ-MGB,21.151184082,21.435043335,0.4014389515,,,,0,0.02,1,3,18,,N,N,N
H5,N_T0_R1_Ss_S4-29,C,UNKNOWN,VIC,NFQ-MGB,27.204252243,27.5944461823,0.5518175364,,,,0,0.02,1,3,26,,Y,N,N
H5,N_T0_R1_Ss_S4-29,D,UNKNOWN,FAM,NFQ-MGB,23.8766269684,24.3224258423,0.6304561496,,,,0,0.02,1,3,22,,Y,N,N
H6,N_T0_R1_Ss_S4-29,C,UNKNOWN,VIC,NFQ-MGB,27.9846401215,27.5944461823,0.5518175364,,,,0,0.02,1,3,26,,Y,N,N
H6,N_T0_R1_Ss_S4-29,D,UNKNOWN,FAM,NFQ-MGB,24.7682266235,24.3224258423,0.6304561496,,,,0,0.02,1,3,23,,Y,N,N
H7,N_T0_R1_Ss_S0-NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H7,N_T0_R1_Ss_S0-NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H8,N_T0_R1_Ss_S0-NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H8,N_T0_R1_Ss_S0-NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H9,N_T0_R1_Ss_S0-NTC,Ssid,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H10,N_T0_R1_Ss_S0-NTC,Ssid,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H11,N_T0_R1_Ss_S0-NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H12,N_T0_R1_Ss_S0-NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
