Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Nutrients\N_Ssid_Plate15.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-10-19 17:02:09 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C?? Mean,C?? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
B6,C_T1_R2_Ss_S1-23,D,UNKNOWN,FAM,NFQ-MGB,27.384645462,27.1877441406,0.2784591615,,,,0,0.02,1,3,25,,N,N,N
B7,C_T1_R2_Ss_S5-15,C,UNKNOWN,VIC,NFQ-MGB,34.2794494629,33.8018417358,0.6754392982,,,,0,0.02,1,3,33,,Y,N,N
B7,C_T1_R2_Ss_S5-15,D,UNKNOWN,FAM,NFQ-MGB,26.1159667969,26.2768688202,0.2275498211,,,,0,0.02,1,3,24,,Y,N,N
B8,C_T1_R2_Ss_S5-15,C,UNKNOWN,VIC,NFQ-MGB,33.3242340088,33.8018417358,0.6754392982,,,,0,0.02,1,3,32,,Y,N,N
B8,C_T1_R2_Ss_S5-15,D,UNKNOWN,FAM,NFQ-MGB,26.4377708435,26.2768688202,0.2275498211,,,,0,0.02,1,3,24,,Y,N,N
B9,C_T1_R2_Ss_S5-15,Ssid,UNKNOWN,FAM,NFQ-MGB,24.6190795898,24.4861183167,0.1880342811,,,,0,0.02,1,3,22,,N,N,N
B10,C_T1_R2_Ss_S5-15,Ssid,UNKNOWN,FAM,NFQ-MGB,24.3531589508,24.4861183167,0.1880342811,,,,0,0.02,1,3,22,,N,N,N
B11,C_T1_R2_Ss_S5-15,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.2019233704,,,,,0,0.02,1,3,39,,N,Y,Y
B12,C_T1_R2_Ss_S5-15,B,UNKNOWN,FAM,NFQ-MGB,39.2019233704,39.2019233704,,,,,0,0.02,1,3,35,,N,N,N
C1,C_T1_R2_Ss_S2-2,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
C2,C_T1_R2_Ss_S2-2,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C3,C_T1_R2_Ss_S2-2,Ssid,UNKNOWN,FAM,NFQ-MGB,22.1313591003,22.2167682648,0.120786801,,,,0,0.02,1,3,19,,N,N,N
C4,C_T1_R2_Ss_S2-2,Ssid,UNKNOWN,FAM,NFQ-MGB,22.3021774292,22.2167682648,0.120786801,,,,0,0.02,1,3,20,,N,N,N
C5,C_T1_R2_Ss_S2-2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C5,C_T1_R2_Ss_S2-2,D,UNKNOWN,FAM,NFQ-MGB,25.497089386,25.4312744141,0.0930777714,,,,0,0.02,1,3,23,,N,Y,Y
C6,C_T1_R2_Ss_S2-2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C6,C_T1_R2_Ss_S2-2,D,UNKNOWN,FAM,NFQ-MGB,25.3654575348,25.4312744141,0.0930777714,,,,0,0.02,1,3,23,,N,Y,Y
C7,C_T1_R2_Ss_S6-23,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
C7,C_T1_R2_Ss_S6-23,D,UNKNOWN,FAM,NFQ-MGB,25.271900177,25.3770828247,0.1487520784,,,,0,0.02,1,3,23,,N,N,Y
C8,C_T1_R2_Ss_S6-23,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C8,C_T1_R2_Ss_S6-23,D,UNKNOWN,FAM,NFQ-MGB,25.4822673798,25.3770828247,0.1487520784,,,,0,0.02,1,3,23,,N,Y,Y
C9,C_T1_R2_Ss_S6-23,Ssid,UNKNOWN,FAM,NFQ-MGB,24.2731647491,23.9880447388,0.403221935,,,,0,0.02,1,3,22,,N,N,N
C10,C_T1_R2_Ss_S6-23,Ssid,UNKNOWN,FAM,NFQ-MGB,23.702922821,23.9880447388,0.403221935,,,,0,0.02,1,3,21,,N,N,N
C11,C_T1_R2_Ss_S6-23,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
C12,C_T1_R2_Ss_S6-23,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D1,C_T1_R2_Ss_S2-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
D2,C_T1_R2_Ss_S2-10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D3,C_T1_R2_Ss_S2-10,Ssid,UNKNOWN,FAM,NFQ-MGB,21.5401687622,21.7854061127,0.3468180001,,,,0,0.02,1,3,19,,N,N,N
D4,C_T1_R2_Ss_S2-10,Ssid,UNKNOWN,FAM,NFQ-MGB,22.0306434631,21.7854061127,0.3468180001,,,,0,0.02,1,3,20,,N,N,N
D5,C_T1_R2_Ss_S2-10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D5,C_T1_R2_Ss_S2-10,D,UNKNOWN,FAM,NFQ-MGB,25.3180160522,25.0383644104,0.3954857886,,,,0,0.02,1,3,23,,N,Y,Y
D6,C_T1_R2_Ss_S2-10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D6,C_T1_R2_Ss_S2-10,D,UNKNOWN,FAM,NFQ-MGB,24.7587146759,25.0383644104,0.3954857886,,,,0,0.02,1,3,23,,N,Y,Y
D7,C_T1_R2_Ss_S6-26,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D7,C_T1_R2_Ss_S6-26,D,UNKNOWN,FAM,NFQ-MGB,25.7487030029,25.7123737335,0.0513773449,,,,0,0.02,1,3,23,,N,Y,Y
D8,C_T1_R2_Ss_S6-26,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D8,C_T1_R2_Ss_S6-26,D,UNKNOWN,FAM,NFQ-MGB,25.6760444641,25.7123737335,0.0513773449,,,,0,0.02,1,3,24,,N,Y,Y
D9,C_T1_R2_Ss_S6-26,Ssid,UNKNOWN,FAM,NFQ-MGB,23.4725627899,23.4936618805,0.0298386198,,,,0,0.02,1,3,21,,N,N,N
D10,C_T1_R2_Ss_S6-26,Ssid,UNKNOWN,FAM,NFQ-MGB,23.5147609711,23.4936618805,0.0298386198,,,,0,0.02,1,3,21,,N,N,N
D11,C_T1_R2_Ss_S6-26,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
D12,C_T1_R2_Ss_S6-26,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E1,C_T1_R2_Ss_S3-4,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.0202255249,,,,,0,0.02,1,3,39,,N,N,Y
E2,C_T1_R2_Ss_S3-4,B,UNKNOWN,FAM,NFQ-MGB,38.0202255249,38.0202255249,,,,,0,0.02,1,3,35,,N,N,N
E3,C_T1_R2_Ss_S3-4,Ssid,UNKNOWN,FAM,NFQ-MGB,24.124458313,24.1083183289,0.0228253845,,,,0,0.02,1,3,22,,N,N,N
E4,C_T1_R2_Ss_S3-4,Ssid,UNKNOWN,FAM,NFQ-MGB,24.0921783447,24.1083183289,0.0228253845,,,,0,0.02,1,3,22,,N,N,N
E5,C_T1_R2_Ss_S3-4,C,UNKNOWN,VIC,NFQ-MGB,27.4003124237,27.4635238647,0.0893931314,,,,0,0.02,1,3,26,,N,N,N
E5,C_T1_R2_Ss_S3-4,D,UNKNOWN,FAM,NFQ-MGB,27.1443252563,27.1848335266,0.057285998,,,,0,0.02,1,3,25,,N,N,N
E6,C_T1_R2_Ss_S3-4,C,UNKNOWN,VIC,NFQ-MGB,27.5267333984,27.4635238647,0.0893931314,,,,0,0.02,1,3,26,,N,N,N
E6,C_T1_R2_Ss_S3-4,D,UNKNOWN,FAM,NFQ-MGB,27.2253398895,27.1848335266,0.057285998,,,,0,0.02,1,3,25,,N,N,N
E7,C_T1_R1_Ss_S2-22,C,UNKNOWN,VIC,NFQ-MGB,35.936340332,35.4478874207,0.6907767057,,,,0,0.02,1,3,35,,Y,N,N
E7,C_T1_R1_Ss_S2-22,D,UNKNOWN,FAM,NFQ-MGB,24.92719841,25.0887908936,0.2285262793,,,,0,0.02,1,3,23,,Y,N,N
E8,C_T1_R1_Ss_S2-22,C,UNKNOWN,VIC,NFQ-MGB,34.9594345093,35.4478874207,0.6907767057,,,,0,0.02,1,3,34,,Y,N,N
E8,C_T1_R1_Ss_S2-22,D,UNKNOWN,FAM,NFQ-MGB,25.2503833771,25.0887908936,0.2285262793,,,,0,0.02,1,3,23,,Y,N,N
E9,C_T1_R1_Ss_S2-22,Ssid,UNKNOWN,FAM,NFQ-MGB,21.3254699707,21.6101169586,0.4025516212,,,,0,0.02,1,3,18,,N,N,N
E10,C_T1_R1_Ss_S2-22,Ssid,UNKNOWN,FAM,NFQ-MGB,21.8947639465,21.6101169586,0.4025516212,,,,0,0.02,1,3,20,,N,N,N
E11,C_T1_R1_Ss_S2-22,B,UNKNOWN,FAM,NFQ-MGB,38.3715782166,38.3715782166,,,,,0,0.02,1,3,35,,N,N,N
E12,C_T1_R1_Ss_S2-22,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.3715782166,,,,,0,0.02,1,3,39,,N,Y,Y
F1,C_T1_R2_Ss_S3-20,B,UNKNOWN,FAM,NFQ-MGB,38.8498344421,38.3156509399,0.7554495335,,,,0,0.02,1,3,35,,Y,N,N
F2,C_T1_R2_Ss_S3-20,B,UNKNOWN,FAM,NFQ-MGB,37.7814674377,38.3156509399,0.7554495335,,,,0,0.02,1,3,35,,Y,N,N
F3,C_T1_R2_Ss_S3-20,Ssid,UNKNOWN,FAM,NFQ-MGB,24.444644928,23.9516716003,0.6971695423,,,,0,0.02,1,3,22,,Y,N,N
F4,C_T1_R2_Ss_S3-20,Ssid,UNKNOWN,FAM,NFQ-MGB,23.4586982727,23.9516716003,0.6971695423,,,,0,0.02,1,3,21,,Y,N,N
F5,C_T1_R2_Ss_S3-20,C,UNKNOWN,VIC,NFQ-MGB,29.6150226593,29.6104507446,0.0064643151,,,,0,0.02,1,3,28,,N,N,N
F5,C_T1_R2_Ss_S3-20,D,UNKNOWN,FAM,NFQ-MGB,26.5357952118,26.4718856812,0.0903817266,,,,0,0.02,1,3,24,,N,N,N
F6,C_T1_R2_Ss_S3-20,C,UNKNOWN,VIC,NFQ-MGB,29.6058807373,29.6104507446,0.0064643151,,,,0,0.02,1,3,28,,N,N,N
F6,C_T1_R2_Ss_S3-20,D,UNKNOWN,FAM,NFQ-MGB,26.4079761505,26.4718856812,0.0903817266,,,,0,0.02,1,3,24,,N,N,N
F7,C_T1_R1_Ss_S3-18,C,UNKNOWN,VIC,NFQ-MGB,28.8395290375,28.6914138794,0.2094651163,,,,0,0.02,1,3,27,,N,N,N
F7,C_T1_R1_Ss_S3-18,D,UNKNOWN,FAM,NFQ-MGB,26.8224182129,26.8245201111,0.0029738816,,,,0,0.02,1,3,25,,N,N,N
F8,C_T1_R1_Ss_S3-18,C,UNKNOWN,VIC,NFQ-MGB,28.5433006287,28.6914138794,0.2094651163,,,,0,0.02,1,3,27,,N,N,N
F8,C_T1_R1_Ss_S3-18,D,UNKNOWN,FAM,NFQ-MGB,26.8266239166,26.8245201111,0.0029738816,,,,0,0.02,1,3,25,,N,N,N
F9,C_T1_R1_Ss_S3-18,Ssid,UNKNOWN,FAM,NFQ-MGB,23.1740436554,23.2300891876,0.0792603493,,,,0,0.02,1,3,20,,N,N,N
F10,C_T1_R1_Ss_S3-18,Ssid,UNKNOWN,FAM,NFQ-MGB,23.2861347198,23.2300891876,0.0792603493,,,,0,0.02,1,3,21,,N,N,N
F11,C_T1_R1_Ss_S3-18,B,UNKNOWN,FAM,NFQ-MGB,39.1381759644,39.1613082886,0.0327140465,,,,0,0.02,1,3,35,,N,N,N
F12,C_T1_R1_Ss_S3-18,B,UNKNOWN,FAM,NFQ-MGB,39.1844406128,39.1613082886,0.0327140465,,,,0,0.02,1,3,35,,N,N,N
G1,C_T1_R2_Ss_S4-3,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.4239044189,,,,,0,0.02,1,3,39,,N,N,Y
G2,C_T1_R2_Ss_S4-3,B,UNKNOWN,FAM,NFQ-MGB,38.4239044189,38.4239044189,,,,,0,0.02,1,3,35,,N,N,N
G3,C_T1_R2_Ss_S4-3,Ssid,UNKNOWN,FAM,NFQ-MGB,23.4278392792,23.750919342,0.4569055438,,,,0,0.02,1,3,21,,N,N,N
G4,C_T1_R2_Ss_S4-3,Ssid,UNKNOWN,FAM,NFQ-MGB,24.0740013123,23.750919342,0.4569055438,,,,0,0.02,1,3,21,,N,N,N
G5,C_T1_R2_Ss_S4-3,C,UNKNOWN,VIC,NFQ-MGB,26.5343418121,26.3192329407,0.3042085469,,,,0,0.02,1,3,25,,N,N,N
G5,C_T1_R2_Ss_S4-3,D,UNKNOWN,FAM,NFQ-MGB,26.6568889618,26.5385398865,0.1673695147,,,,0,0.02,1,3,25,,N,N,N
G6,C_T1_R2_Ss_S4-3,C,UNKNOWN,VIC,NFQ-MGB,26.1041259766,26.3192329407,0.3042085469,,,,0,0.02,1,3,24,,N,N,N
G6,C_T1_R2_Ss_S4-3,D,UNKNOWN,FAM,NFQ-MGB,26.4201927185,26.5385398865,0.1673695147,,,,0,0.02,1,3,24,,N,N,N
G7,C_T1_R1_Ss_S3-29,C,UNKNOWN,VIC,NFQ-MGB,29.1015110016,29.2625141144,0.2276927829,,,,0,0.02,1,3,27,,N,N,N
G7,C_T1_R1_Ss_S3-29,D,UNKNOWN,FAM,NFQ-MGB,26.9854698181,26.9459762573,0.0558536798,,,,0,0.02,1,3,25,,N,N,N
G8,C_T1_R1_Ss_S3-29,C,UNKNOWN,VIC,NFQ-MGB,29.4235172272,29.2625141144,0.2276927829,,,,0,0.02,1,3,28,,N,N,N
G8,C_T1_R1_Ss_S3-29,D,UNKNOWN,FAM,NFQ-MGB,26.9064807892,26.9459762573,0.0558536798,,,,0,0.02,1,3,25,,N,N,N
G9,C_T1_R1_Ss_S3-29,Ssid,UNKNOWN,FAM,NFQ-MGB,24.4250907898,24.77368927,0.4929926991,,,,0,0.02,1,3,22,,N,N,N
G10,C_T1_R1_Ss_S3-29,Ssid,UNKNOWN,FAM,NFQ-MGB,25.1222877502,24.77368927,0.4929926991,,,,0,0.02,1,3,22,,N,N,N
G11,C_T1_R1_Ss_S3-29,B,UNKNOWN,FAM,NFQ-MGB,38.4200019836,39.0404434204,0.8774393797,,,,0,0.02,1,3,35,,Y,N,N
G12,C_T1_R1_Ss_S3-29,B,UNKNOWN,FAM,NFQ-MGB,39.6608886719,39.0404434204,0.8774393797,,,,0,0.02,1,3,35,,Y,N,N
H1,C_T1_R2_Ss_S4-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H2,C_T1_R2_Ss_S4-24,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H3,C_T1_R2_Ss_S4-24,Ssid,UNKNOWN,FAM,NFQ-MGB,23.5917415619,23.354133606,0.336027056,,,,0,0.02,1,3,20,,N,N,N
H4,C_T1_R2_Ss_S4-24,Ssid,UNKNOWN,FAM,NFQ-MGB,23.1165275574,23.354133606,0.336027056,,,,0,0.02,1,3,20,,N,N,N
H5,C_T1_R2_Ss_S4-24,C,UNKNOWN,VIC,NFQ-MGB,26.7768306732,26.7319984436,0.0634009987,,,,0,0.02,1,3,25,,N,N,N
H5,C_T1_R2_Ss_S4-24,D,UNKNOWN,FAM,NFQ-MGB,26.3750190735,26.3951225281,0.0284319259,,,,0,0.02,1,3,24,,N,N,N
H6,C_T1_R2_Ss_S4-24,C,UNKNOWN,VIC,NFQ-MGB,26.6871681213,26.7319984436,0.0634009987,,,,0,0.02,1,3,25,,N,N,N
H6,C_T1_R2_Ss_S4-24,D,UNKNOWN,FAM,NFQ-MGB,26.41522789,26.3951225281,0.0284319259,,,,0,0.02,1,3,24,,N,N,N
H7,C_T1_R2_Ss_S0-NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H7,C_T1_R2_Ss_S0-NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H8,C_T1_R2_Ss_S0-NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H8,C_T1_R2_Ss_S0-NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H9,C_T1_R2_Ss_S0-NTC,Ssid,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H10,C_T1_R2_Ss_S0-NTC,Ssid,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H11,C_T1_R2_Ss_S0-NTC,B,UNKNOWN,FAM,NFQ-MGB,38.5411872864,38.5411872864,,,,,0,0.02,1,3,35,,N,N,N
H12,C_T1_R2_Ss_S0-NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.5411872864,,,,,0,0.02,1,3,39,,N,Y,Y
