Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Nutrients\N_Ssid_Plate5.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2015-10-06 18:28:54 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
C7,C_T2_R1_Ss_S4-8,Ssid,UNKNOWN,FAM,NFQ-MGB,30.7811450958,30.8516807556,0.0997538343,,,,0,0.02,1,3,28,,N,N,N
C8,C_T2_R1_Ss_S4-12,Ssid,UNKNOWN,FAM,NFQ-MGB,28.2328338623,28.3021583557,0.0980409905,,,,0,0.02,1,3,26,,N,N,N
C9,C_T2_R1_Ss_S5-9,Ssid,UNKNOWN,FAM,NFQ-MGB,27.800485611,27.6619644165,0.1958999038,,,,0,0.02,1,3,25,,N,N,N
C10,C_T2_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,27.5810432434,27.6438884735,0.0888765752,,,,0,0.02,1,3,25,,N,N,N
C11,C_T2_R1_Ss_S6-5,Ssid,UNKNOWN,FAM,NFQ-MGB,29.839969635,29.5400314331,0.4241780341,,,,0,0.02,1,3,27,,N,N,N
C12,C_T2_R1_Ss_S6-20,Ssid,UNKNOWN,FAM,NFQ-MGB,29.0364379883,29.0770244598,0.0573979393,,,,0,0.02,1,3,27,,N,N,N
D1,C_T2_R1_Ss_S1-10,Ssid,UNKNOWN,FAM,NFQ-MGB,26.0637512207,26.0963554382,0.0461106747,,,,0,0.02,1,3,23,,N,N,N
D2,C_T2_R1_Ss_S1-26,Ssid,UNKNOWN,FAM,NFQ-MGB,27.2815589905,27.3755054474,0.1328603476,,,,0,0.02,1,3,24,,N,N,N
D3,C_T2_R1_Ss_S2-11,Ssid,UNKNOWN,FAM,NFQ-MGB,31.1453113556,31.0815467834,0.0901753753,,,,0,0.02,1,3,28,,N,N,N
D4,C_T2_R1_Ss_S2-22,Ssid,UNKNOWN,FAM,NFQ-MGB,25.8442440033,25.7241973877,0.1697701961,,,,0,0.02,1,3,23,,N,N,N
D5,C_T2_R1_Ss_S3-18,Ssid,UNKNOWN,FAM,NFQ-MGB,28.0977458954,28.198097229,0.1419182122,,,,0,0.02,1,3,26,,N,N,N
D6,C_T2_R1_Ss_S3-29,Ssid,UNKNOWN,FAM,NFQ-MGB,25.8739051819,25.8902339935,0.0230924264,,,,0,0.02,1,3,23,,N,N,N
D7,C_T2_R1_Ss_S4-8,Ssid,UNKNOWN,FAM,NFQ-MGB,30.9222183228,30.8516807556,0.0997538343,,,,0,0.02,1,3,28,,N,N,N
D8,C_T2_R1_Ss_S4-12,Ssid,UNKNOWN,FAM,NFQ-MGB,28.3714847565,28.3021583557,0.0980409905,,,,0,0.02,1,3,26,,N,N,N
D9,C_T2_R1_Ss_S5-9,Ssid,UNKNOWN,FAM,NFQ-MGB,27.5234413147,27.6619644165,0.1958999038,,,,0,0.02,1,3,25,,N,N,N
D10,C_T2_R1_Ss_S5-24,Ssid,UNKNOWN,FAM,NFQ-MGB,27.7067337036,27.6438884735,0.0888765752,,,,0,0.02,1,3,26,,N,N,N
D11,C_T2_R1_Ss_S6-5,Ssid,UNKNOWN,FAM,NFQ-MGB,29.2400913239,29.5400314331,0.4241780341,,,,0,0.02,1,3,27,,N,N,N
D12,C_T2_R1_Ss_S6-20,Ssid,UNKNOWN,FAM,NFQ-MGB,29.1176109314,29.0770244598,0.0573979393,,,,0,0.02,1,3,27,,N,N,N
E1,C_T2_R1_Ss_S1-10,C,UNKNOWN,VIC,NFQ-MGB,33.8594932556,33.7505187988,0.1541158557,,,,0,0.02,1,3,32,,N,N,N
E1,C_T2_R1_Ss_S1-10,D,UNKNOWN,FAM,NFQ-MGB,32.783405304,32.783405304,,,,,0,0.02,1,3,31,,N,N,N
E2,C_T2_R1_Ss_S1-26,C,UNKNOWN,VIC,NFQ-MGB,34.4233436584,34.311378479,0.1583399773,,,,0,0.02,1,3,33,,N,Y,Y
E2,C_T2_R1_Ss_S1-26,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E3,C_T2_R1_Ss_S2-11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E3,C_T2_R1_Ss_S2-11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E4,C_T2_R1_Ss_S2-22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E4,C_T2_R1_Ss_S2-22,D,UNKNOWN,FAM,NFQ-MGB,29.6795368195,29.715215683,0.0504575334,,,,0,0.02,1,3,28,,N,Y,Y
E5,C_T2_R1_Ss_S3-18,C,UNKNOWN,VIC,NFQ-MGB,32.5038986206,32.7318115234,0.3223148286,,,,0,0.02,1,3,31,,N,Y,Y
E5,C_T2_R1_Ss_S3-18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E6,C_T2_R1_Ss_S3-29,C,UNKNOWN,VIC,NFQ-MGB,33.1253433228,32.7423782349,0.5415944457,,,,0,0.02,1,3,31,,Y,N,N
E6,C_T2_R1_Ss_S3-29,D,UNKNOWN,FAM,NFQ-MGB,31.1783351898,32.3765602112,1.6945474148,,,,0,0.02,1,3,29,,Y,N,N
E7,C_T2_R1_Ss_S4-8,C,UNKNOWN,VIC,NFQ-MGB,35.1192016602,35.5428390503,0.5991110206,,,,0,0.02,1,3,33,,Y,Y,Y
E7,C_T2_R1_Ss_S4-8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,Y,Y
E8,C_T2_R1_Ss_S4-12,C,UNKNOWN,VIC,NFQ-MGB,35.1208953857,35.1042442322,0.0235482864,,,,0,0.02,1,3,33,,N,N,N
E8,C_T2_R1_Ss_S4-12,D,UNKNOWN,FAM,NFQ-MGB,34.8051490784,34.6940231323,0.1571558267,,,,0,0.02,1,3,33,,N,N,N
E9,C_T2_R1_Ss_S5-9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,Y,Y
E9,C_T2_R1_Ss_S5-9,D,UNKNOWN,FAM,NFQ-MGB,32.134765625,33.0472831726,1.2904946804,,,,0,0.02,1,3,30,,Y,Y,Y
E10,C_T2_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,35.8568458557,35.8568458557,,,,,0,0.02,1,3,32,,Y,N,N
E10,C_T2_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,29.5239162445,30.1757621765,0.92184937,,,,0,0.02,1,3,27,,Y,N,N
E11,C_T2_R1_Ss_S6-5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E11,C_T2_R1_Ss_S6-5,D,UNKNOWN,FAM,NFQ-MGB,30.1564922333,30.4776687622,0.4542121887,,,,0,0.02,1,3,28,,N,Y,Y
E12,C_T2_R1_Ss_S6-20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
E12,C_T2_R1_Ss_S6-20,D,UNKNOWN,FAM,NFQ-MGB,29.7858276367,29.7153892517,0.0996162668,,,,0,0.02,1,3,28,,N,Y,Y
F1,C_T2_R1_Ss_S1-10,C,UNKNOWN,VIC,NFQ-MGB,33.6415405273,33.7505187988,0.1541158557,,,,0,0.02,1,3,32,,N,N,Y
F1,C_T2_R1_Ss_S1-10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,32.783405304,,,,,0,0.02,1,3,39,,N,N,Y
F2,C_T2_R1_Ss_S1-26,C,UNKNOWN,VIC,NFQ-MGB,34.1994171143,34.311378479,0.1583399773,,,,0,0.02,1,3,33,,N,Y,Y
F2,C_T2_R1_Ss_S1-26,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F3,C_T2_R1_Ss_S2-11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F3,C_T2_R1_Ss_S2-11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F4,C_T2_R1_Ss_S2-22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F4,C_T2_R1_Ss_S2-22,D,UNKNOWN,FAM,NFQ-MGB,29.7508945465,29.715215683,0.0504575334,,,,0,0.02,1,3,28,,N,Y,Y
F5,C_T2_R1_Ss_S3-18,C,UNKNOWN,VIC,NFQ-MGB,32.9597206116,32.7318115234,0.3223148286,,,,0,0.02,1,3,31,,N,Y,Y
F5,C_T2_R1_Ss_S3-18,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F6,C_T2_R1_Ss_S3-29,C,UNKNOWN,VIC,NFQ-MGB,32.359413147,32.7423782349,0.5415944457,,,,0,0.02,1,3,31,,Y,N,N
F6,C_T2_R1_Ss_S3-29,D,UNKNOWN,FAM,NFQ-MGB,33.5747871399,32.3765602112,1.6945474148,,,,0,0.02,1,3,32,,Y,N,N
F7,C_T2_R1_Ss_S4-8,C,UNKNOWN,VIC,NFQ-MGB,35.9664726257,35.5428390503,0.5991110206,,,,0,0.02,1,3,34,,Y,Y,Y
F7,C_T2_R1_Ss_S4-8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,Y,Y
F8,C_T2_R1_Ss_S4-12,C,UNKNOWN,VIC,NFQ-MGB,35.0875930786,35.1042442322,0.0235482864,,,,0,0.02,1,3,33,,N,N,N
F8,C_T2_R1_Ss_S4-12,D,UNKNOWN,FAM,NFQ-MGB,34.5828971863,34.6940231323,0.1571558267,,,,0,0.02,1,3,33,,N,N,N
F9,C_T2_R1_Ss_S5-9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,Y,Y
F9,C_T2_R1_Ss_S5-9,D,UNKNOWN,FAM,NFQ-MGB,33.9598007202,33.0472831726,1.2904946804,,,,0,0.02,1,3,32,,Y,Y,Y
F10,C_T2_R1_Ss_S5-24,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.8568458557,,,,,0,0.02,1,3,39,,Y,Y,Y
F10,C_T2_R1_Ss_S5-24,D,UNKNOWN,FAM,NFQ-MGB,30.8276081085,30.1757621765,0.92184937,,,,0,0.02,1,3,29,,Y,Y,Y
F11,C_T2_R1_Ss_S6-5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F11,C_T2_R1_Ss_S6-5,D,UNKNOWN,FAM,NFQ-MGB,30.7988452911,30.4776687622,0.4542121887,,,,0,0.02,1,3,29,,N,Y,Y
F12,C_T2_R1_Ss_S6-20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
F12,C_T2_R1_Ss_S6-20,D,UNKNOWN,FAM,NFQ-MGB,29.6449489594,29.7153892517,0.0996162668,,,,0,0.02,1,3,28,,N,Y,Y
G1,C_T2_R1_Ss_S1-10,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
G2,C_T2_R1_Ss_S1-26,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G3,C_T2_R1_Ss_S2-11,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G4,C_T2_R1_Ss_S2-22,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G5,C_T2_R1_Ss_S3-18,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G6,C_T2_R1_Ss_S3-29,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G7,C_T2_R1_Ss_S4-8,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G8,C_T2_R1_Ss_S4-12,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G9,C_T2_R1_Ss_S5-9,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G10,C_T2_R1_Ss_S5-24,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G11,C_T2_R1_Ss_S6-5,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
G12,C_T2_R1_Ss_S6-20,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H1,C_T2_R1_Ss_S1-10,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H2,C_T2_R1_Ss_S1-26,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H3,C_T2_R1_Ss_S2-11,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H4,C_T2_R1_Ss_S2-22,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H5,C_T2_R1_Ss_S3-18,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H6,C_T2_R1_Ss_S3-29,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H7,C_T2_R1_Ss_S4-8,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H8,C_T2_R1_Ss_S4-12,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
H9,C_T2_R1_Ss_S5-9,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H10,C_T2_R1_Ss_S5-24,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H11,C_T2_R1_Ss_S6-5,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
H12,C_T2_R1_Ss_S6-20,A,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
